,DRG,CM-PCS,en
22,DRG10301,02YA0Z0,"Transplantation of Heart, Allogeneic, Open Approach"
23,DRG10301,02YA0Z1,"Transplantation of Heart, Syngeneic, Open Approach"
24,DRG10301,02YA0Z2,"Transplantation of Heart, Zooplastic, Open Approach"
